"Model","StateNum","Probability.Cut.Off","Granularity","Window.Size","Sample.Size","BinNum","Training.Size","Update.Freq","Avg.Cycle.Usage1","Avg.Cycle.Usage2","Survival.Rate","Correctly.Scheduled","Correctly.Unscheduled"
"AR1_logistic_glm",0,0.01,3.125,12,3000,1000,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.1,3.125,12,3000,500,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.1,3.125,12,3000,500,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.1,3.125,12,3000,1000,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.1,3.125,12,3000,1000,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.01,0,36,3000,500,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.01,0,36,3000,500,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.01,0,36,3000,1000,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.01,0,36,3000,1000,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.1,0,36,3000,500,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.1,0,36,3000,500,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.1,0,36,3000,1000,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.1,0,36,3000,1000,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.01,3.125,36,3000,500,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.01,3.125,36,3000,500,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.01,3.125,36,3000,1000,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.01,3.125,36,3000,1000,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.1,3.125,36,3000,500,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.1,3.125,36,3000,500,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.1,3.125,36,3000,1000,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_glm",0,0.1,3.125,36,3000,1000,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,12,100,500,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,12,100,500,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,12,100,1000,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,12,100,1000,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,12,100,500,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,12,100,500,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,12,100,1000,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,12,100,1000,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,12,100,500,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,12,100,500,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,12,100,1000,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,12,100,1000,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,12,100,500,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,12,100,500,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,12,100,1000,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,12,100,1000,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,36,100,500,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,36,100,500,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,36,100,1000,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,36,100,1000,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,36,100,500,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,36,100,500,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,36,100,1000,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,36,100,1000,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,36,100,500,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,36,100,500,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,36,100,1000,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,36,100,1000,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,36,100,500,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,36,100,500,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,36,100,1000,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,36,100,1000,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,12,3000,500,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,12,3000,500,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,12,3000,1000,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,12,3000,1000,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,12,3000,500,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,12,3000,500,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,12,3000,1000,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,12,3000,1000,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,12,3000,500,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,12,3000,500,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,12,3000,1000,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,12,3000,1000,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,12,3000,500,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,12,3000,500,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,12,3000,1000,2000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,12,3000,1000,4000,36,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,36,3000,500,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,36,3000,500,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,36,3000,1000,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,0,36,3000,1000,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,36,3000,500,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,36,3000,500,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,36,3000,1000,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,0,36,3000,1000,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,36,3000,500,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,36,3000,500,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,36,3000,1000,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.01,3.125,36,3000,1000,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,36,3000,500,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,36,3000,500,4000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,36,3000,1000,2000,108,NA,NA,NA,NA,NA
"AR1_logistic_lm",0,0.1,3.125,36,3000,1000,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,3.125,12,100,0,2000,36,0.819697578219554,0.777895138835165,0.972688366017343,0.967375132837407,0.178769181069294
"AR1_Markov",8,0.01,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,3.125,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,3.125,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,0,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,0,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,3.125,36,100,0,2000,108,0.725344215557757,0.668517526420303,0.943293945419127,0.837595907928389,0.282427333116327
"AR1_Markov",8,0.01,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,3.125,36,100,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,3.125,36,100,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,0,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,0,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,3.125,12,3000,0,2000,36,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,3.125,12,3000,0,4000,36,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,0,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,0,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.01,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.01,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.01,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.01,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",8,0.1,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",16,0.1,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",32,0.1,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,3.125,36,3000,0,2000,108,NA,NA,NA,NA,NA
"AR1_Markov",64,0.1,3.125,36,3000,0,4000,108,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",8,0.01,0,12,100,0,4000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,0,12,100,0,2000,36,NA,NA,NA,NA,NA
"AR1_state_based_logistic",16,0.01,0,12,100,0,4000,36,NA,NA,NA,NA,NA
